CidAdaptadaId;Codigo;Diagnostico
678;B528;Malária por Plasmodium malariae com outras complicações
679;B529;Malária por Plasmodium malariae sem complicações
680;B530;Malária por Plasmodium ovale
681;B531;Malária por plasmódios de macacos
682;B538;Outras formas de malárias com confirmação parasitológica, não classificadas em outra parte
683;B54;Malária
684;B54;Malária não especificada
685;B550;Leishmaniose visceral
686;B551;Leishmaniose cutânea
687;B552;Leishmaniose cutâneo-mucosa
688;B559;Leishmaniose não especificada
689;B560;Tripanossomíase por Trypanosoma gambiense
690;B561;Tripanossomíase por Trypanosoma rhodesiense
691;B569;Tripanossomíase africana não especificada
692;B57;Doença de Chagas
693;B570;Forma aguda da doença de Chagas, com comprometimento cardíaco
694;B571;Forma aguda da doença de Chagas, sem comprometimento cardíaco
695;B572;Doença de Chagas (crônica) com comprometimento cardíaco
696;B573;Doença de Chagas (crônica) com comprometimento do aparelho digestivo
697;B574;Doença de Chagas (crônica) com comprometimento do sistema nervoso
698;B575;Doença de Chagas (crônica) com comprometimento de outros órgãos
699;B58;Toxoplasmose
700;B58;Toxoplasmose retiniana
701;B580;Oculopatia por Toxoplasma
702;B581;Hepatite por Toxoplasma
703;B582;Meningoencefalite por Toxoplasma
704;B583;Toxoplasmose pulmonar
705;B588;Toxoplasmose com comprometimento de outros órgãos
706;B589;Toxoplasmose não especificada
707;B59;Pneumocistose
708;B600;Babesiose
709;B601;Acantamebíase
710;B602;Naegleríase
711;B608;Outras doenças especificadas devidas a protozoários
712;B64;Doença não especificada devida a protozoários
713;B65;Esquistossomose
714;B650;Esquistossomose devida ao Schistosoma haematobium [esquistossomose urinária]
715;B651;Esquistossomose devida ao Schistosoma mansoni [esquistossomose intestinal]
716;B652;Esquistossomose devida ao Schistosoma japonicum
717;B653;Dermatite por cercárias
718;B658;Outras esquistossomoses
719;B659;Esquistossomose não especificada
720;B660;Opistorquíase
721;B661;Clonorquíase
722;B662;Dicrocelíase
723;B663;Fasciolíase
724;B664;Paragonimíase
725;B665;Fasciolopsíase
726;B668;Outras infestações por trematódeos especificados
727;B669;Infecção não especificada por trematódeo
728;B670;Infestação hepática por Echinococcus granulosus
729;B671;Infestação pulmonar por Echinococcus granulosus
730;B672;Infestação óssea por Echinococcus granulosus
731;B673;Infestações por Echinmococcus granulosus, outras e de localizações múltiplas
732;B674;Infestação não especificada por Echinococcus granulosus
733;B675;Infestação hepática por Echinococcus multilocularis
734;B676;Infecções por Echinococcus multilocularis, outras e de localizações múltiplas
735;B677;Infestação não especificada por Echinococcus multilocularis
736;B678;Infestação hepática não especificada, por Echinococcus
737;B679;Infestações por Echinococcus, outras e as não especificadas
738;B68;Teníase
739;B680;Infestação por Taenia solium
740;B681;Infestação por Taenia saginata
741;B689;Infestação não especificada por Taenia
742;B69;Cisticercose
743;B690;Cisticercose do sistema nervoso central
744;B691;Cisticercose do olho
745;B698;Cisticercose de outras localizações
746;B699;Cisticercose não especificada
747;B700;Difilobotríase
748;B701;Esparganose
749;B710;Infestação por Hymenolepis
750;B711;Infestação por Dipylidium
751;B718;Outras infestações especificadas por cestóides
752;B719;Infestação não especificada por cestóides
753;B72;Dracontíase
754;B73;Oncocercose
755;B74;Filariose
756;B740;Filariose por Wuchereria bancrofti
757;B741;Filariose por Brugia malayi
758;B742;Filariose por Brugia timori
759;B743;Loaíase
760;B744;Mansonelose
761;B748;Outras filarioses
762;B749;Filariose não especificada
763;B75;Triquinose
764;B760;Ancilostomose
765;B761;Necatoríase
766;B768;Outras ancilostomíases
767;B769;Ancilostomíase não especificada
768;B77;Ascaridíase
769;B770;Ascaridíase com complicações intestinais
770;B778;Ascaridíase com outras complicações
771;B779;Ascaridíase não especificada
772;B78;Estrongiloidíase
773;B780;Estrongiloidíase intestinal
774;B781;Estrongiloidíase cutânea
775;B787;Estrongiloidíase disseminada
776;B789;Estrongiloidíase não especificada
777;B79;Tricuríase
778;B80;Oxiuríase
779;B810;Anisaquíase
780;B811;Capilaríase intestinal
781;B812;Tricostrongilose
782;B813;Angiostrongilíase intestinal
783;B814;Helmintíases intestinais mistas
784;B818;Outras helmintíases intestinais especificadas
785;B820;Helmintíase intestinal não especificada
786;B829;Parasitose intestinal não especificada
787;B830;Larva migrans visceral
788;B831;Gnatostomíase
789;B832;Angrostrongilíase devida a Parastrongylus cantonensis
790;B833;Singamose
791;B834;Hirudiníase interna
792;B838;Outras helmintíases especificadas
793;B839;Helmintíase não especificada
794;B85;Pediculose
795;B850;Pediculose devida a Pediculus humanus capitis
796;B851;Pediculose devida a Pediculus humanus corporis
797;B852;Pediculose não especificada
798;B853;Ftiríase
799;B854;Pediculose e ftiríase mista
800;B86;Escabiose
801;B86;Escabiose [sarna]
802;B87;Miíase
803;B870;Miíase cutânea
804;B871;Miíase das feridas
805;B872;Miíase ocular
806;B873;Miíase nasofaríngea
807;B874;Miíase auricular
808;B878;Miíase de outras localizações
809;B879;Miíase não especificada
810;B880;Outras acaríases
811;B881;Tungíase [infestação pela pulga da areia]
812;B882;Outras infestações por artrópodos
813;B883;Hirudiníase externa
814;B888;Outras infestações especificadas
815;B889;Infestação não especificada
816;B89;Doença parasitária não especificada
817;B900;Seqüelas de tuberculose do sistema nervoso central
818;B901;Seqüelas de tuberculose geniturinária
819;B902;Seqüelas de tuberculose óssea e das articulações
820;B908;Seqüelas de tuberculose de outros órgãos
821;B909;Seqüelas de tuberculose das vias respiratórias e de órgãos não especificados
822;B91;Poliomielite
823;B91;Seqüelas de poliomielite
824;B92;Seqüelas de hanseníase [lepra]
825;B940;Seqüelas de tracoma
826;B941;Seqüelas de encefalite viral
827;B942;Seqüelas de hepatite viral
828;B948;Seqüelas de outras doenças infecciosas e parasitárias especificadas
829;B949;Seqüelas de doença infecciosa ou parasitária não especificada
830;B950;Estreptococo do grupo A, como causa de doenças classificadas em outros capítulos
831;B951;Estreptococo do grupo B, como causa de doenças classificadas em outros capítulos
832;B952;Estreptococo do grupo D, como causa de doenças classificadas em outros capítulos
833;B953;Streptococcus pneumoniae, como causa de doenças classificadas em outros capítulos
834;B954;Outros estreptococos, como causa de doenças classificadas em outros capítulos
835;B955;Estreptococo não especificado, como causa de doenças classificadas em outros capítulos
836;B956;Staphylococcus aureus, como causa de doenças classificadas em outros capítulos
837;B957;Outros estafilococos como causa de doenças classificadas em outros capítulos
838;B958;Estafilococo não especificado, como causa de doenças classificadas em outros capítulos
839;B960;Mycoplasma pneumoniae [M. pneumoniae], como causa de doenças classificadas em outros capítulos
840;B961;Klebsiella pneumoniae [M. pneumoniae], como causa de doenças classificadas em outros capítulos
841;B962;Escherichia coli [E. Coli], como causa de doenças classificadas em outros capítulos
842;B963;Haemophilus influenzae [H. influenzae], como causa de doenças classificadas em outros capítulos
843;B964;Proteus (mirabilis) (morganii), como causa de doenças classificadas em outros capítulos
844;B965;Pseudomonas (aeruginosa) (mallei) (pseudomallei), como causa de doenças classificadas em outros capítulos
845;B966;Bacillus fragilis [B. fragilis], como causa de doenças classificadas em outros capítulos
846;B967;Clostridium perfringens [C. perfringens], como causa de doenças classificadas em outros capítulos
847;B968;Outros agentes bacterianos especificados, como causa de doenças classificadas em outros capítulos
848;B970;Adenovírus, como causa de doenças classificadas em outros capítulos
849;B971;Enterovírus, como causa de doenças classificadas em outros capítulos
850;B972;Coronavírus, como causa de doenças classificadas em outros capítulos
851;B973;Retrovírus, como causa de doenças classificadas em outros capítulos
852;B974;Vírus sincicial respiratório, como causa de doenças classificadas em outros capítulos
853;B975;Reovírus, como causa de doenças classificadas em outros capítulos
854;B976;Parvovírus, como causa de doenças classificadas em outros capítulos
855;B977;Papilomavírus, como causa de doenças classificadas em outros capítulos
856;B978;Outros agentes virais, como causa de doenças classificadas em outros capítulos
857;B99;Doenças infecciosas, outras e as não especificadas
858;C000;Neoplasia maligna do lábio superior externo
859;C001;Neoplasia maligna do lábio inferior externo
860;C002;Neoplasia maligna do lábio externo, não especificado
861;C003;Neoplasia maligna do lábio superior, face interna
862;C004;Neoplasia maligna do lábio inferior, face interna
863;C005;Neoplasia maligna do lábio, sem especificação, face interna
864;C006;Neoplasia maligna da comissura labial
865;C008;Neoplasia maligna do lábio com lesão invasiva
866;C009;Neoplasia maligna do lábio, não especificado
867;C01;Neoplasia maligna da base da língua
868;C020;Neoplasia maligna da face dorsal da língua
869;C021;Neoplasia maligna da borda da língua
870;C022;Neoplasia maligna da face ventral da língua
871;C023;Neoplasia maligna de dois terços anteriores da língua, parte não especificada
872;C024;Neoplasia maligna da amígdala lingual
873;C028;Neoplasia maligna da língua com lesão invasiva
874;C029;Neoplasia maligna da língua, não especificada
875;C030;Neoplasia maligna da gengiva superior
876;C031;Neoplasia maligna da gengiva inferior
877;C039;Neoplasia maligna da gengiva, não especificada
878;C040;Neoplasia maligna do assoalho anterior da boca
879;C041;Neoplasia maligna do assoalho lateral da boca
880;C048;Neoplasia maligna do assoalho da boca com lesão invasiva
881;C049;Neoplasia maligna do assoalho da boca, não especificado
882;C050;Neoplasia maligna do palato duro
883;C051;Neoplasia maligna do palato mole
884;C052;Neoplasia maligna da úvula
885;C058;Neoplasia maligna do palato com lesão invasiva
886;C059;Neoplasia maligna do palato, não especificado
887;C060;Neoplasia maligna da mucosa oral
888;C061;Neoplasia maligna do vestíbulo da boca
889;C062;Neoplasia maligna da área retromolar
890;C068;Neoplasia maligna de outras partes e de partes não especificadas da boca com lesão invasiva
891;C069;Neoplasia maligna da boca, não especificada
892;C07;Neoplasia maligna da glândula parótida
893;C080;Neoplasia maligna da glândula submandibular
894;C081;Neoplasia maligna da glândula sublingual
895;C088;Neoplasia maligna das glândulas salivares maiores com lesão invasiva
896;C089;Neoplasia maligna da glândula salivar maior, não especificada
897;C090;Neoplasia maligna da fossa amigdaliana
898;C091;Neoplasia maligna do pilar amigdaliano (anterior) (posterior)
899;C098;Neoplasia maligna da amígdala com lesão invasiva
900;C099;Neoplasia maligna da amígdala, não especificada
901;C100;Neoplasia maligna da valécula
902;C101;Neoplasia maligna da face anterior da epiglote
903;C102;Neoplasia maligna da parede lateral da orofaringe
904;C103;Neoplasia maligna da parede posterior da orofaringe
905;C104;Neoplasia maligna da fenda branquial
906;C108;Neoplasia maligna da orofaringe com lesão invasiva
907;C109;Neoplasia maligna da orofaringe, não especificada
908;C110;Neoplasia maligna da parede superior da nasofaringe
909;C111;Neoplasia maligna da parede posterior da nasofaringe
910;C112;Neoplasia maligna da parede lateral da nasofaringe
911;C113;Neoplasia maligna da parede anterior da nasofaringe
912;C118;Neoplasia maligna da nasofaringe com lesão invasiva
913;C119;Neoplasia maligna da nasofaringe, não especificada
914;C12;Neoplasia maligna do seio piriforme
915;C130;Neoplasia maligna da região pós-cricóidea
916;C131;Neoplasia maligna da prega ariepiglótica, face hipofaríngea
917;C132;Neoplasia maligna da parede posterior da hipofaringe
918;C138;Neoplasia maligna da hipofaringe com lesão invasiva
919;C139;Neoplasia maligna da hipofaringe, não especificada
920;C140;Neoplasia maligna da faringe, não especificada
921;C142;Neoplasia maligna do anel de Waldeyer
922;C148;Neoplasia maligna do lábio, cavidade oral e faringe com lesão invasiva
923;C15;Neoplasia maligna do esôfago
924;C15;Tumor de Esôfago
925;C150;Neoplasia maligna da porção cervical do esôfago (esôfago cervical)
926;C151;Neoplasia maligna da porção torácica do esôfago (esôfago torácico)
927;C152;Neoplasia maligna da porção abdominal do esôfago (esôfago abdominal)
928;C153;Neoplasia maligna do terço superior do esôfago
929;C154;Neoplasia maligna do terço médio do esôfago
930;C155;Neoplasia maligna do terço inferior do esôfago
931;C158;Neoplasia maligna do esôfago com lesão invasiva
932;C159;Neoplasia maligna do esôfago, não especificado
933;C16;Neoplasia maligna do estômago
934;C16;Tumor Gástrico
935;C160;Neoplasia maligna da cárdia
936;C161;Neoplasia maligna do fundo do estômago
937;C162;Neoplasia maligna do corpo do estômago
938;C163;Neoplasia maligna do antro pilórico
939;C164;Neoplasia maligna do piloro
940;C165;Neoplasia maligna da pequena curvatura do estômago, não especificada
941;C166;Neoplasia maligna da grande curvatura do estômago, não especificada
942;C168;Neoplasia maligna do estômago com lesão invasiva
943;C169;Neoplasia maligna do estômago, não especificado
944;C17;Neoplasia maligna do intestino delgado
945;C170;Neoplasia maligna do duodeno
946;C171;Neoplasia maligna do jejuno
947;C172;Neoplasia maligna do íleo
948;C173;Neoplasia maligna do divertículo de Meckel
949;C178;Neoplasia maligna do intestino delgado com lesão invasiva
